date,ALTSALES YoY Log Change,CUSR0000SETA01 YoY Log Change,DSPIC96 YoY Log Change
2007-01-01,-0.0689099999999998,-0.011389999999999567,0.02581999999999951
2007-02-01,0.01138000000000039,-0.013849999999999696,0.02474999999999916
2007-03-01,-0.024299999999999766,-0.01033999999999935,0.0241800000000012
2007-04-01,-0.021529999999999827,-0.009629999999999583,0.025919999999999277
2007-05-01,0.007759999999999767,-0.010050000000000558,0.027160000000000295
2007-06-01,-0.032890000000000086,-0.01117000000000079,0.025320000000000675
2007-07-01,-0.09975999999999985,-0.011409999999999698,0.026839999999999975
2007-08-01,0.008329999999999949,-0.008479999999999599,0.028050000000000352
2007-09-01,-0.013429999999999609,-0.011319999999999553,0.024240000000000705
2007-10-01,-0.012020000000000142,-0.011490000000000222,0.018940000000000623
2007-11-01,-0.005599999999999827,-0.0032700000000005502,0.014040000000001385
2007-12-01,-0.05271999999999988,-0.0022099999999998232,0.01343999999999923
2008-01-01,-0.06414000000000009,-0.003750000000000142,0.01497999999999955
2008-02-01,-0.0965900000000004,-0.005860000000000198,0.012080000000000979
2008-03-01,-0.07923999999999998,-0.011260000000000048,0.009169999999999234
2008-04-01,-0.12792000000000003,-0.013659999999999783,0.003980000000000317
2008-05-01,-0.1261899999999998,-0.012379999999999391,0.05141999999999847
2008-06-01,-0.11777000000000015,-0.011159999999999393,0.02646999999999977
2008-07-01,-0.19799999999999995,-0.010440000000000005,0.010080000000000311
2008-08-01,-0.1475799999999996,-0.016820000000000057,0.004109999999998948
2008-09-01,-0.2443500000000003,-0.018959999999999866,0.004899999999999238
2008-10-01,-0.41342999999999996,-0.021620000000000417,0.013169999999998794
2008-11-01,-0.44719,-0.02722999999999942,0.022589999999999222
2008-12-01,-0.43821999999999983,-0.030059999999999754,0.013790000000000191
2009-01-01,-0.47431,-0.024250000000000327,0.018320000000001002
2009-02-01,-0.5192799999999997,-0.014809999999999768,0.00821000000000005
2009-03-01,-0.43754000000000026,-0.008090000000000153,0.007939999999999614
2009-04-01,-0.4391400000000001,-0.0026700000000001722,0.017949999999999022
2009-05-01,-0.3625400000000001,0.002529999999999255,-0.01556999999999853
2009-06-01,-0.34551,0.007909999999999862,-0.008390000000000342
2009-07-01,-0.11180000000000012,0.010889999999999844,0.0024599999999992406
2009-08-01,0.05169999999999986,0.004529999999999923,0.006099999999999994
2009-09-01,-0.3056000000000001,0.015080000000000204,0.006700000000000372
2009-10-01,-0.02804999999999991,0.03666999999999998,-0.0038799999999987733
2009-11-01,0.05335000000000001,0.0484,-0.009890000000000398
2009-12-01,0.08673999999999982,0.050639999999999574,-0.000700000000000145
2010-01-01,0.10838999999999999,0.04171999999999976,-0.006140000000000256
2010-02-01,0.11355000000000004,0.03463999999999956,0.0040800000000000836
2010-03-01,0.19020000000000037,0.0295399999999999,0.007939999999999614
2010-04-01,0.20140000000000002,0.024059999999999526,0.010260000000000602
2010-05-01,0.1676899999999999,0.018310000000000493,0.003209999999999269
2010-06-01,0.13412000000000024,0.012299999999999756,0.02185000000000059
2010-07-01,0.029889999999999972,0.0086700000000004,0.02709000000000117
2010-08-01,-0.21056000000000008,0.022090000000000387,0.032010000000001426
2010-09-01,0.22479000000000005,0.020010000000000083,0.02895000000000003
2010-10-01,0.16233999999999993,0.003990000000000826,0.0322300000000002
2010-11-01,0.10959999999999992,-0.004310000000000258,0.03067000000000064
2010-12-01,0.11298999999999992,-0.0018099999999998673,0.032090000000000174
2011-01-01,0.16213999999999995,0.004450000000000287,0.036310000000000286
2011-02-01,0.23728999999999978,0.011580000000000368,0.03866999999999976
2011-03-01,0.11676999999999982,0.01825999999999972,0.03208000000000055
2011-04-01,0.14751000000000003,0.023260000000000502,0.02178999999999931
2011-05-01,0.013360000000000039,0.032440000000000246,0.013069999999999027
2011-06-01,0.01706999999999992,0.037830000000000474,0.016809999999999548
2011-07-01,0.05835999999999997,0.03832999999999931,0.019829999999998904
2011-08-01,0.03946000000000005,0.036109999999999864,0.016409999999998703
2011-09-01,0.10709999999999997,0.0332599999999994,0.015119999999999578
2011-10-01,0.09323000000000015,0.03305999999999987,0.01570999999999856
2011-11-01,0.10497999999999985,0.032440000000000246,0.013989999999999725
2011-12-01,0.08302999999999994,0.03183000000000025,0.017039999999999722
2012-01-01,0.1137100000000002,0.03207000000000004,0.017689999999999984
2012-02-01,0.13156999999999996,0.029009999999999536,0.019610000000000127
2012-03-01,0.09211999999999998,0.024490000000000123,0.0250900000000005
2012-04-01,0.09999000000000002,0.02120999999999995,0.03059999999999974
2012-05-01,0.16541000000000006,0.013479999999999492,0.03155000000000108
2012-06-01,0.19808000000000003,0.009529999999999816,0.02632000000000012
2012-07-01,0.12175000000000002,0.008880000000000443,0.015050000000000452
2012-08-01,0.13788,0.0101899999999997,0.012570000000000192
2012-09-01,0.12490000000000023,0.009879999999999889,0.021010000000000417
2012-10-01,0.08052999999999999,0.010089999999999932,0.027000000000001023
2012-11-01,0.12098000000000031,0.013809999999999434,0.04085000000000072
2012-12-01,0.11673,0.014939999999999287,0.05609000000000108
2013-01-01,0.09596999999999989,0.014300000000000423,-0.009449999999999292
2013-02-01,0.05968000000000018,0.008880000000000443,-0.016690000000000538
2013-03-01,0.07930999999999999,0.009400000000000297,-0.016540000000000887
2013-04-01,0.06989000000000001,0.010239999999999583,-0.017159999999998732
2013-05-01,0.09457000000000004,0.009929999999999772,-0.012140000000000484
2013-06-01,0.11091000000000006,0.012290000000000134,-0.010859999999999204
2013-07-01,0.1110199999999999,0.013049999999999784,-0.00446999999999953
2013-08-01,0.0943299999999998,0.0120900000000006,0.0006099999999999994
2013-09-01,0.04937999999999976,0.013910000000000089,-0.001960000000000406
2013-10-01,0.05627000000000004,0.01159999999999961,-0.01281999999999961
2013-11-01,0.03786999999999985,0.00788000000000011,-0.024080000000001434
2013-12-01,0.02237,0.004970000000000141,-0.046789999999999665
2014-01-01,-0.014650000000000052,0.0006299999999992423,0.01804999999999879
2014-02-01,0.006489999999999885,0.0034599999999995745,0.025729999999999364
2014-03-01,0.07460999999999984,0.002650000000000041,0.028220000000001022
2014-04-01,0.05227000000000004,0.004170000000000229,0.028810000000000002
2014-05-01,0.0743999999999998,0.005230000000000068,0.027309999999999945
2014-06-01,0.0821799999999997,0.0016699999999998383,0.03075999999999901
2014-07-01,0.07241000000000009,0.001580000000000581,0.033799999999999386
2014-08-01,0.08191000000000015,0.0027200000000000557,0.03607000000000049
2014-09-01,0.06377000000000033,0.0022999999999999687,0.034610000000000696
2014-10-01,0.06137999999999977,0.0047399999999999665,0.04343999999999859
2014-11-01,0.05147000000000013,0.005370000000000097,0.0470000000000006
2014-12-01,0.08037000000000027,0.005770000000000053,0.052369999999999806
2015-01-01,0.07726999999999995,0.0032900000000006813,0.05346000000000117
2015-02-01,0.05263000000000018,0.0047399999999999665,0.05188000000000059
2015-03-01,0.05010000000000003,0.007019999999999804,0.04375999999999891
2015-04-01,0.05780999999999992,0.007089999999999819,0.042180000000000106
2015-05-01,0.04389000000000021,0.008080000000000531,0.04068000000000005
2015-06-01,0.01598999999999995,0.009470000000000312,0.03772999999999982
2015-07-01,0.05630000000000024,0.008219999999999672,0.038030000000000896
2015-08-01,0.06518000000000024,0.006439999999999557,0.03579000000000043
2015-09-01,0.07604999999999995,0.006070000000000242,0.03538999999999959
2015-10-01,0.08745000000000003,0.0037599999999997635,0.03240000000000087
2015-11-01,0.07670999999999983,0.003449999999999953,0.026720000000000965
2015-12-01,0.01914999999999978,0.0026200000000002888,0.02455999999999925
2016-01-01,0.06668999999999992,0.004109999999999836,0.02316999999999858
2016-02-01,0.0691799999999998,0.007200000000000095,0.020530000000000825
2016-03-01,-0.03692999999999991,0.005239999999999689,0.023200000000000998
2016-04-01,-0.00010999999999983245,0.001280000000000392,0.018909999999999982
2016-05-01,-0.011499999999999844,-0.0010300000000000864,0.01644000000000112
2016-06-01,-0.0038599999999999746,-0.0030000000000001137,0.016500000000000625
2016-07-01,-0.0046599999999998865,-0.0010799999999999699,0.018129999999999313
2016-08-01,-0.022490000000000343,-0.0005100000000002325,0.01713999999999949
2016-09-01,-0.01462999999999992,-0.0008699999999999264,0.016820000000000945
2016-10-01,-0.011969999999999814,0.0020500000000005514,0.016899999999999693
2016-11-01,-0.02563000000000004,0.0018299999999999983,0.019829999999998904
2016-12-01,0.047169999999999934,0.0028100000000002012,0.017870000000000275
2017-01-01,-0.0183399999999998,0.00990000000000002,0.017730000000000246
2017-02-01,-0.018650000000000055,0.006160000000000387,0.019719999999999516
2017-03-01,-0.010159999999999947,0.004129999999999967,0.02383000000000024
2017-04-01,-0.02798999999999996,0.006330000000000169,0.028179999999998984
2017-05-01,-0.036760000000000126,0.004150000000000098,0.03589999999999982
2017-06-01,-0.03708,0.0003399999999995629,0.035779999999999035
2017-07-01,-0.05217000000000027,-0.007530000000000037,0.03471000000000046
2017-08-01,-0.05428999999999995,-0.008439999999999337,0.03476999999999997
2017-09-01,0.01798999999999973,-0.011840000000000295,0.034369999999999123
2017-10-01,0.025399999999999867,-0.01574999999999971,0.03541000000000061
2017-11-01,0.007950000000000124,-0.012500000000000178,0.034259999999999735
2017-12-01,-0.026089999999999947,-0.006090000000000373,0.03326999999999991
2018-01-01,-0.032030000000000225,-0.0025599999999998957,0.03505999999999965
2018-02-01,-0.019839999999999858,-0.006079999999999863,0.03438000000000052
2018-03-01,0.03190999999999988,-0.003909999999999414,0.03384999999999927
2018-04-01,0.02041999999999966,-0.01485000000000003,0.03373999999999988
2018-05-01,0.03988000000000014,-0.013630000000000031,0.03013999999999939
2018-06-01,0.03222000000000014,-0.009069999999999467,0.033670000000000755
2018-07-01,0.017360000000000042,-0.0050200000000000244,0.03514999999999979
2018-08-01,0.02554999999999996,-0.004160000000000608,0.03745999999999938
2018-09-01,-0.03486000000000011,-0.00214999999999943,0.03550000000000075
2018-10-01,-0.03320999999999996,-0.00012000000000078614,0.035009999999999764
2018-11-01,0.00011999999999989797,0.0019300000000006534,0.03617000000000026
2018-12-01,0.00845000000000029,0.0033400000000005647,0.04677000000000042
2019-01-01,-0.018629999999999924,3.999999999937387e-05,0.04271000000000136
2019-02-01,-0.03122999999999987,0.0025100000000000122,0.04194999999999993
2019-03-01,0.008220000000000116,0.006599999999999717,0.038759999999999906
2019-04-01,-0.04333999999999971,0.011730000000000018,0.03451000000000093
2019-05-01,0.003229999999999844,0.00925999999999938,0.031029999999999447
2019-06-01,0.00041000000000002146,0.006349999999999412,0.028859999999999886
2019-07-01,-0.0022199999999998887,0.0042200000000001125,0.02578999999999887
2019-08-01,0.01756000000000002,0.0024100000000002453,0.027550000000001518
2019-09-01,-0.006909999999999972,0.0008599999999994168,0.029749999999999943
2019-10-01,-0.05525000000000002,0.0009600000000000719,0.028660000000000352
2019-11-01,-0.026269999999999794,-0.000580000000000247,0.029070000000000817
2019-12-01,-0.03270000000000017,0.00023999999999979593,0.011369999999999436
2020-01-01,-0.0009699999999996933,0.0005700000000006256,0.019539999999999225
2020-02-01,0.013100000000000112,0.003210000000000157,0.02160999999999902
2020-03-01,-0.4154300000000002,-0.005279999999999951,0.008680000000000021
2020-04-01,-0.6483500000000002,-0.0057600000000004314,0.14817999999999998
2020-05-01,-0.35131999999999985,-0.0026799999999997937,0.09674000000000049
2020-06-01,-0.2693699999999999,-0.0016899999999999693,0.09132999999999925
2020-07-01,-0.14426000000000005,0.006009999999999849,0.0990000000000002
2020-08-01,-0.1025100000000001,0.007220000000000226,0.054520000000000124
2020-09-01,-0.05301,0.010780000000000456,0.05792999999999893
2020-10-01,-0.025619999999999976,0.015740000000000087,0.05299999999999905
2020-11-01,-0.07699000000000034,0.01592000000000038,0.038259999999999295
2020-12-01,-0.033929999999999794,0.018650000000000055,0.04452000000000034
2021-01-01,-0.012750000000000039,0.014179999999999637,0.13837999999999973
2021-02-01,-0.061100000000000154,0.011469999999999203,0.04891000000000112
2021-03-01,0.45001000000000024,0.014599999999999724,0.26759999999999984
2021-04-01,0.7470300000000001,0.019680000000000142,-0.03357000000000099
2021-05-01,0.3302299999999998,0.03295000000000048,-0.011029999999999873
2021-06-01,0.16732999999999976,0.05119000000000007,-0.012519999999998532
2021-07-01,-0.0038599999999999746,0.061790000000000234,-0.014849999999999142
2021-08-01,-0.15156999999999998,0.0735399999999995,0.022419999999998552
2021-09-01,-0.27937999999999974,0.08380999999999972,0.005679999999999907
2021-10-01,-0.23701000000000016,0.0939899999999998,0.009600000000000719
2021-11-01,-0.20221,0.10537999999999936,0.01842000000000077
2021-12-01,-0.2622600000000004,0.1111399999999998,0.012909999999999755
2022-01-01,-0.11526000000000014,0.11500000000000021,-0.11570999999999998
2022-02-01,-0.13207000000000013,0.11674000000000007,-0.02976000000000134
2022-03-01,-0.2653500000000002,0.11819999999999986,-0.2408999999999999
2022-04-01,-0.24492000000000003,0.12413000000000007,-0.07724999999999937
2022-05-01,-0.2832499999999998,0.11890999999999963,-0.04963000000000051
2022-06-01,-0.1546599999999998,0.10822999999999983,-0.047130000000001004
2022-07-01,-0.09654000000000007,0.09931999999999963,-0.04087999999999958
2022-08-01,0.017750000000000377,0.09579000000000004,-0.033039999999999736
2022-09-01,0.10267999999999988,0.08990000000000009,-0.01837999999999873
2022-10-01,0.1380600000000003,0.08056000000000019,-0.015489999999999782
2022-11-01,0.08456000000000019,0.0695199999999998,-0.011070000000000135
2022-12-01,0.05410000000000004,0.05720999999999954,-0.0019700000000000273
2023-01-01,0.04770999999999992,0.05604000000000031,0.042340000000001154
2023-02-01,0.08426,0.05667000000000044,0.04762000000000022
2023-03-01,0.09441999999999995,0.059180000000000454,0.05850000000000044
2023-04-01,0.11317999999999984,0.052979999999999805,0.060740000000000904
2023-05-01,0.18169999999999975,0.045560000000000045,0.06571000000000105
2023-06-01,0.18549999999999978,0.03977000000000075,0.0693400000000004
2023-07-01,0.16635,0.0345500000000003,0.058499999999998664
2023-08-01,0.12747999999999982,0.028850000000000264,0.05399000000000065
2023-09-01,0.14085999999999999,0.02503999999999973,0.050939999999998875
2023-10-01,0.04527999999999999,0.01853999999999978,0.05116999999999905
2023-11-01,0.08404999999999996,0.013380000000000614,0.054499999999999105
2023-12-01,0.16945000000000032,0.009890000000000398,0.05306999999999995
2024-01-01,-0.005290000000000017,0.007309999999999484,0.03877999999999915
2024-02-01,0.053220000000000045,0.004329999999999501,0.034580000000000055
2024-03-01,0.03934000000000015,-0.0006800000000000139,0.02985999999999933
2024-04-01,0.006540000000000212,-0.0034200000000002007,0.028939999999998633
2024-05-01,0.03083999999999998,-0.007620000000000182,0.029599999999998516
2024-06-01,-0.048639999999999795,-0.008880000000000443,0.030590000000000117
2024-07-01,0.0011299999999998533,-0.010270000000000223,0.02815999999999974
2024-08-01,-0.005739999999999856,-0.012050000000000338,0.027269999999999683
2024-09-01,0.008620000000000072,-0.012970000000000148,0.0278299999999998
2024-10-01,0.052429999999999755,-0.012719999999999843,0.026690000000000325
2024-11-01,0.07589999999999986,-0.006840000000000401,0.024060000000000414
2024-12-01,0.06182999999999961,-0.004209999999999603,0.02185000000000059
2025-01-01,0.026250000000000107,-0.0033000000000003027,0.017730000000000246
2025-02-01,0.014419999999999877,-0.003109999999999502,0.017699999999999605
2025-03-01,0.12740000000000018,-0.000440000000000218,0.023120000000000474
2025-04-01,0.07114999999999982,0.0030600000000005068,0.027639999999999887
2025-05-01,-0.01645999999999992,0.0043199999999998795,0.015000000000000568
2025-06-01,0.032259999999999955,0.0024800000000002598,0.011820000000000164
2025-07-01,0.04430000000000023,0.004089999999999705,0.01489000000000118
2025-08-01,0.06556000000000006,0.006540000000000212,0.015359999999999374
2025-09-01,0.027470000000000105,0.007500000000000284,0.014970000000001704
2025-10-01,-0.03954999999999975,0.008770000000000167,0.011630000000000251
2025-11-01,-0.045399999999999885,0.00619000000000014,0.010020000000000806
